Week number,DATE,A(H1N1),A(H3N2),A(unknown),B,Positivity (%)*,Influenza 2022-2023 (%),Influenza 2021-2022 (%),Influenza 2020-2021 (%),Influenza 2019-2020 (%),Influenza 2018-2019 (%),Influenza 2017-2018 (%),T2M,QV2M,PRECTOTCORR,WS10M_RANGE,PS,NO,PM2.5,SO,CO
23,04/06/2015,0,0,0,1,0,0,0,0,0,0,0,11.94628571,6.570571429,2.505714286,6.024857143,100.4937143,0.001473261,9.7296,0.005577366,506.718
40,01/10/2015,0,3,5,6,0,0,0,0,0,0,0,11.74028571,6.937142857,0.078857143,2.657714286,102.48,0.005648184,11.686,0.008509125,427.4694286
41,08/10/2015,6,2,21,2,0,0,0,0,0,0,0,12.10685714,7.811714286,3.934857143,3.706857143,100.5037143,0.005648184,11.686,0.008509125,751.1171429
42,15/10/2015,7,0,6,5,0,0,0,0,0,0,0,9.672,6.202857143,0.484285714,3.17,101.4362857,0.005648184,11.686,0.008509125,462.4785714
43,22/10/2015,6,1,5,4,0,0,0,0,0,0,0,10.28714286,6.838571429,1.617714286,3.145142857,101.372,0.005648184,11.686,0.008509125,577.7758571
44,29/10/2015,0,1,12,8,0,0,0,0,0,0,0,9.986285714,7.136285714,1.922857143,3.846,100.736,0.005648184,11.686,0.008509125,668.1677143
45,05/11/2015,1,0,16,3,0,0,0,0,0,0,0,10.81314286,7.872,3.075142857,2.995714286,101.1971429,0.003577301,10.7104,0.006744514,644.1352857
46,12/11/2015,2,2,8,11,0,0,0,0,0,0,0,12.37942857,8.341142857,2.293142857,5.937142857,101.0357143,0.003577301,10.7104,0.006744514,749.537
47,19/11/2015,5,2,12,5,0,0,0,0,0,0,0,10.30371429,6.955428571,3.422,7.300857143,100.3357143,0.003577301,10.7104,0.006744514,803.6722857
48,26/11/2015,3,0,10,9,0,0,0,0,0,0,0,4.294571429,4.844285714,1.878857143,4.148857143,100.5151429,0.003577301,10.7104,0.006744514,703.8421429
49,03/12/2015,3,1,23,13,0,0,0,0,0,0,0,8.636571429,6.433142857,2.858857143,6.326857143,100.6285714,0.002071033,10.718,0.007082028,764.6715714
50,10/12/2015,12,0,16,9,0,0,0,0,0,0,0,9.360571429,6.548571429,1.816571429,5.218857143,101.4042857,0.002071033,10.718,0.007082028,642.2227143
51,17/12/2015,29,2,59,8,0,0,0,0,0,0,0,8.301142857,6.576285714,3.063428571,4.152,100.9737143,0.002071033,10.718,0.007082028,599.7292857
52,24/12/2015,26,0,71,11,0,0,0,0,0,0,0,9.791428571,6.986857143,2.043714286,5.246,100.492,0.002071033,10.718,0.007082028,553.8681429
53,31/12/2015,24,0,92,15,0,0,0,0,0,0,0,9.582571429,6.804857143,3.566857143,5.752571429,100.7977143,0.002071033,10.718,0.007082028,463.7255714
1,07/01/2016,84,3,135,13,0,0,0,0,0,0,0,6.473428571,5.826571429,6.44,6.134857143,98.65085714,0.007444776,13.404,0.007216719,713.4051429
2,14/01/2016,52,2,128,22,0,0,0,0,0,0,0,4.397714286,4.992,3.489428571,4.756,98.77514286,0.007444776,13.404,0.007216719,859.0548571
3,21/01/2016,73,1,163,22,0,0,0,0,0,0,0,0.752285714,3.616857143,0.375428571,3.708285714,101.31,0.007444776,13.404,0.007216719,957.3465714
4,28/01/2016,116,2,333,34,0,0,0,0,0,0,0,7.615428571,6.114571429,2.602,5.787714286,101.0988571,0.007444776,13.404,0.007216719,737.8118571
5,04/02/2016,126,3,370,48,0,0,0,0,0,0,0,6.857428571,5.536857143,1.795714286,5.476571429,100.6148571,0.003560365,13.644,0.006734032,825.1684286
6,11/02/2016,123,3,349,56,0,0,0,0,0,0,0,5.646857143,5.193428571,2.702571429,6.285142857,98.85542857,0.003560365,13.644,0.006734032,826.7067143
7,18/02/2016,98,1,433,58,0,0,0,0,0,0,0,2.222285714,3.987142857,1.897142857,4.497142857,100.236,0.003560365,13.644,0.006734032,815.3558571
8,25/02/2016,104,0,425,83,0,0,0,0,0,0,0,4.723428571,4.814571429,1.136285714,4.348857143,100.4888571,0.003560365,13.644,0.006734032,904.7911429
9,03/03/2016,73,2,472,130,0,0,0,0,0,0,0,3.432857143,4.155714286,2.444285714,4.713142857,100.3657143,0.00337783,16.526,0.005538583,601.6001429
10,10/03/2016,76,2,449,208,0,0,0,0,0,0,0,3.09,4.230857143,4.078857143,5.742,99.75885714,0.00337783,16.526,0.005538583,303.7315714
11,17/03/2016,78,1,595,326,0,0,0,0,0,0,0,4.758857143,4.497428571,0.081142857,3.004,102.3885714,0.00337783,16.526,0.005538583,409.8815714
12,24/03/2016,40,2,404,340,0,0,0,0,0,0,0,5.782571429,4.901142857,0.692571429,3.232285714,101.3211429,0.00337783,16.526,0.005538583,567.8801429
13,31/03/2016,40,4,342,355,0,0,0,0,0,0,0,7.100571429,5.304857143,4.034,5.912857143,99.62485714,0.00337783,16.526,0.005538583,488.3405714
14,07/04/2016,26,0,188,305,0,0,0,0,0,0,0,7.627142857,5.531142857,2.106857143,4.955428571,100.084,0.005964928,14.948,0.007207285,834.6897143
15,14/04/2016,10,2,156,263,0,0,0,0,0,0,0,8.213142857,5.664285714,2.425428571,4.015142857,100.0357143,0.005964928,14.948,0.007207285,754.9421429
16,21/04/2016,4,3,51,174,0,0,0,0,0,0,0,7.088571429,5.028,2.121428571,3.315142857,101.0388571,0.005964928,14.948,0.007207285,476.4904286
17,28/04/2016,1,5,61,125,0,0,0,0,0,0,0,5.493142857,4.396857143,1.731428571,4.581714286,100.7128571,0.005964928,14.948,0.007207285,411.628
18,05/05/2016,2,0,52,105,0,0,0,0,0,0,0,8.724857143,5.329142857,0.516571429,4.129428571,101.3597143,0.002312995,14.108,0.006849332,536.0725714
19,12/05/2016,0,1,37,76,0,0,0,0,0,0,0,14.174,8.239142857,2.069142857,3.311142857,100.0714286,0.002312995,14.108,0.006849332,691.7011429
20,19/05/2016,0,0,20,44,0,0,0,0,0,0,0,11.02914286,6.358571429,0.981142857,3.985714286,100.7254286,0.002312995,14.108,0.006849332,436.0345714
21,26/05/2016,0,0,5,25,0,0,0,0,0,0,0,12.25857143,7.133142857,1.422857143,3.545142857,100.7262857,0.002312995,14.108,0.006849332,435.4108571
22,02/06/2016,0,0,12,11,0,0,0,0,0,0,0,12.60714286,7.561142857,2.523428571,3.290857143,100.9982857,0.003005083,11.392,0.006560558,322.5248571
40,06/10/2016,1,1,8,4,0,0,0,0,0,0,0,11.58771429,6.751428571,1.203428571,4.126571429,101.4494286,0.003093453,10.279,0.00717846,351.8795714
41,13/10/2016,0,1,7,2,0,0,0,0,0,0,0,10.336,6.559714286,1.199428571,2.833714286,101.6082857,0.003093453,10.279,0.00717846,82.61657143
42,20/10/2016,0,0,10,4,0,0,0,0,0,0,0,10.57771429,6.887428571,2.573428571,4.039428571,100.758,0.003093453,10.279,0.00717846,483.8912857
43,27/10/2016,0,4,5,1,0,0,0,0,0,0,0,9.378857143,6.506571429,0.464285714,2.838571429,101.3237143,0.003093453,10.279,0.00717846,381.2338571
44,03/11/2016,0,4,13,4,0,0,0,0,0,0,0,9.315428571,6.75,0.226,2.904857143,101.9982857,0.004648045,10.3372,0.007988179,639.52
45,10/11/2016,0,3,17,2,0,0,0,0,0,0,0,4.498571429,4.848285714,3.501428571,4.870285714,99.94685714,0.004648045,10.3372,0.007988179,335.5807143
46,17/11/2016,1,5,41,3,0,0,0,0,0,0,0,7.926285714,6.213428571,2.332285714,4.966,101.064,0.004648045,10.3372,0.007988179,191.9267143
47,24/11/2016,0,4,22,1,0,0,0,0,0,0,0,5.994285714,5.493714286,6.057714286,6.225714286,99.488,0.004648045,10.3372,0.007988179,441.19
48,01/12/2016,0,9,52,2,0,0,0,0,0,0,0,3.215428571,4.300571429,0.077142857,2.416,102.0708571,0.006448551,14.324,0.006484041,512.3728571
49,08/12/2016,0,19,121,7,0,0,0,0,0,0,0,5.14,5.376,0.489428571,2.501142857,101.794,0.006448551,14.324,0.006484041,451.0444286
50,15/12/2016,0,49,186,8,0,0,0,0,0,0,0,7.945428571,6.464857143,1.873714286,2.785714286,101.3571429,0.006448551,14.324,0.006484041,454.9942857
51,22/12/2016,1,57,348,8,0,0,0,0,0,0,0,5.772285714,5.463714286,0.428,3.056571429,101.9608571,0.006448551,14.324,0.006484041,275.0007143
52,29/12/2016,0,36,396,9,0,0,0,0,0,0,0,4.971714286,5.138857143,0.681428571,3.787714286,102.3611429,0.006448551,14.324,0.006484041,349.8837143
1,05/01/2017,0,55,625,8,0,0,0,0,0,0,0,3.163714286,4.511428571,1.577142857,3.239428571,102.0105714,0.002280327,15.528,0.004573733,337.0525714
2,12/01/2017,0,57,865,27,0,0,0,0,0,0,0,4.945142857,5.090285714,3.103714286,4.417428571,101.1674286,0.002280327,15.528,0.004573733,693.2395714
3,19/01/2017,0,60,657,11,0,0,0,0,0,0,0,1.810285714,3.951714286,1.556285714,2.882285714,101.9065714,0.002280327,15.528,0.004573733,437.6437143
4,26/01/2017,0,42,764,22,0,0,0,0,0,0,0,0.560571429,3.691428571,0.174,1.897142857,101.976,0.002280327,15.528,0.004573733,791.7391429
5,02/02/2017,1,54,773,38,0,0,0,0,0,0,0,5.398285714,5.430857143,3.922857143,3.280285714,100.1068571,0.001976454,11.716,0.004660208,443.9092857
6,09/02/2017,1,32,547,22,0,0,0,0,0,0,0,3.608857143,4.624285714,1.838,4.561714286,100.4257143,0.001976454,11.716,0.004660208,530.5134286
7,16/02/2017,0,28,348,24,0,0,0,0,0,0,0,3.828571429,4.601428571,1.108857143,2.822857143,101.7885714,0.001976454,11.716,0.004660208,412.3472857
8,23/02/2017,0,22,407,28,0,0,0,0,0,0,0,8.208285714,6.144857143,1.596857143,5.619714286,100.738,0.001976454,11.716,0.004660208,337.6097143
9,02/03/2017,0,10,293,26,0,0,0,0,0,0,0,5.906571429,5.105714286,2.550285714,5.472,99.37285714,0.001251096,12.192,0.004534951,409.8648571
10,09/03/2017,1,17,123,25,0,0,0,0,0,0,0,6.619714286,5.456571429,3.121714286,4.913714286,99.67828571,0.001251096,12.192,0.004534951,0
11,16/03/2017,0,10,73,15,0,0,0,0,0,0,0,8.834285714,6.197428571,0.409714286,3.383714286,101.6737143,0.001251096,12.192,0.004534951,436.7662857
12,23/03/2017,0,5,58,18,0,0,0,0,0,0,0,8.123714286,5.840571429,2.432857143,6.658857143,100.1648571,0.001251096,12.192,0.004534951,440.8035714
13,30/03/2017,0,1,33,34,0,0,0,0,0,0,0,8.957142857,5.823428571,0.300571429,3.667714286,101.624,0.001251096,12.192,0.004534951,301.2407143
14,06/04/2017,0,2,36,26,0,0,0,0,0,0,0,9.633714286,6.069428571,0.335714286,3.711714286,101.4177143,0.001091105,12.454,0.004766598,322.4667143
15,13/04/2017,1,0,17,20,0,0,0,0,0,0,0,9.728571429,5.915428571,0.098285714,3.344571429,101.4794286,0.001091105,12.454,0.004766598,366.9392857
16,20/04/2017,0,1,15,25,0,0,0,0,0,0,0,8.102571429,5.123428571,0.684,3.393142857,101.8114286,0.001091105,12.454,0.004766598,267.8784286
17,27/04/2017,0,1,17,31,0,0,0,0,0,0,0,7.312,5.028571429,0.871714286,3.597714286,101.37,0.001091105,12.454,0.004766598,312.2508571
18,04/05/2017,0,0,6,30,0,0,0,0,0,0,0,9.772285714,5.902,0.920857143,4.077428571,100.7985714,0.001590836,11.448,0.0066376,258.727
19,11/05/2017,0,0,11,25,0,0,0,0,0,0,0,10.00085714,5.822857143,0.246285714,3.356571429,100.854,0.001590836,11.448,0.0066376,275.1421429
20,18/05/2017,0,0,16,33,0,0,0,0,0,0,0,13.57428571,8.077428571,5.289428571,4.462285714,100.6537143,0.001590836,11.448,0.0066376,445.9385714
40,05/10/2017,2,1,22,9,0,0,0,0,0,0,0,12.898,7.697428571,1.421142857,4.729428571,100.83,0.001169463,9.0574,0.004940596,0
41,12/10/2017,1,2,21,12,0,0,0,0,0,0,0,12.14571429,7.651428571,0.875428571,3.794571429,100.9668571,0.001169463,9.0574,0.004940596,563.689
42,19/10/2017,0,2,14,6,0,0,0,0,0,0,0,13.96571429,8.935428571,1.452285714,5.518857143,100.8085714,0.001169463,9.0574,0.004940596,476.5102857
43,26/10/2017,0,2,17,5,0,0,0,0,0,0,0,12.18371429,7.803714286,1.96,4.931714286,100.5628571,0.001169463,9.0574,0.004940596,561.6894286
44,02/11/2017,0,2,18,6,0,0,0,0,0,0,0,8.712,6.179428571,0.26,3.725428571,101.6174286,0.00253516,8.667,0.006290128,473.7608571
45,09/11/2017,1,4,18,12,0,0,0,0,0,0,0,6.894857143,5.792285714,2.368857143,3.600857143,100.9105714,0.00253516,8.667,0.006290128,464.5701429
46,16/11/2017,3,10,25,16,0,0,0,0,0,0,0,6.47,5.586857143,1.356285714,4.450857143,101.1462857,0.00253516,8.667,0.006290128,446.9754286
47,23/11/2017,4,2,46,32,0,0,0,0,0,0,0,7.397428571,5.972,1.612,5.016,100.466,0.00253516,8.667,0.006290128,473.814
48,30/11/2017,6,5,44,23,0,0,0,0,0,0,0,3.146571429,4.428857143,1.486285714,3.034,100.48,0.00253516,8.667,0.006290128,333.4014286
49,07/12/2017,12,7,90,66,0,0,0,0,0,0,0,5.019714286,5.136857143,1.155142857,3.279714286,101.7082857,0.001564754,8.5828,0.005518667,351.1464286
50,14/12/2017,14,9,139,148,0,0,0,0,0,0,0,1.329142857,4.048285714,3.738,4.798857143,99.02314286,0.001564754,8.5828,0.005518667,376.8664286
51,21/12/2017,18,21,338,436,0,0,0,0,0,0,0,4.096,4.992285714,1.281142857,2.957714286,101.6374286,0.001564754,8.5828,0.005518667,332.2612857
52,28/12/2017,7,18,425,667,0,0,0,0,0,0,0,5.720571429,5.540571429,3.215428571,4.503428571,100.3242857,0.001564754,8.5828,0.005518667,220.1731429
1,04/01/2018,16,15,829,1174,0,0,0,0,0,0,0,6.350285714,5.615428571,5.545428571,7.979714286,98.82457143,0.002796731,10.2244,0.004602034,196.1542857
2,11/01/2018,16,20,902,1449,0,0,0,0,0,0,0,3.705142857,4.705428571,0.902857143,3.765714286,100.4548571,0.002796731,10.2244,0.004602034,284.2232857
3,18/01/2018,39,37,858,1492,0,0,0,0,0,0,0,4.467714286,4.797142857,2.394285714,5.021714286,99.98457143,0.002796731,10.2244,0.004602034,228.1308571
4,25/01/2018,28,38,961,1483,0,0,0,0,0,0,0,4.748,5.203428571,3.259714286,4.923428571,100.0345714,0.002796731,10.2244,0.004602034,374.9917143
5,01/02/2018,25,19,935,1251,0,0,0,0,0,0,0,5.563714286,5.271142857,1.445142857,5.254857143,101.0448571,0.002038328,8.601,0.004843116,302.8307143
6,08/02/2018,11,16,778,1021,0,0,0,0,0,0,0,1.124571429,3.724285714,0.892857143,3.865428571,101.0014286,0.002038328,8.601,0.004843116,402.7821429
7,15/02/2018,9,26,905,1018,0,0,0,0,0,0,0,3.002571429,4.237714286,3.012285714,6.423714286,99.928,0.002038328,8.601,0.004843116,671.9668571
8,22/02/2018,19,32,1287,1202,0,0,0,0,0,0,0,4.020285714,4.598,1.341142857,3.106857143,101.4625714,0.002038328,8.601,0.004843116,475.2138571
9,01/03/2018,10,18,879,779,0,0,0,0,0,0,0,-1.122,2.667142857,0.664857143,4.169714286,101.4325714,0.003985275,12.656,0.005355151,176.8977143
10,08/03/2018,7,12,1159,874,0,0,0,0,0,0,0,2.826857143,4.396285714,3.702571429,4.5,98.47257143,0.003985275,12.656,0.005355151,418.6874286
11,15/03/2018,7,29,1000,667,0,0,0,0,0,0,0,6.730285714,5.681428571,4.246857143,5.254571429,98.93142857,0.003985275,12.656,0.005355151,523.1591429
12,22/03/2018,8,12,911,396,0,0,0,0,0,0,0,2.794,3.839428571,1.009714286,4.634857143,100.8331429,0.003985275,12.656,0.005355151,453.1107143
13,29/03/2018,4,16,712,275,0,0,0,0,0,0,0,5.871142857,5.046857143,3.225142857,4.374,99.81571429,0.003985275,12.656,0.005355151,392.8861429
14,05/04/2018,2,8,647,189,0,0,0,0,0,0,0,6.494285714,5.371142857,5.276571429,4.861142857,99.33714286,0.0025807,16.882,0.00522937,332.8168571
15,12/04/2018,6,9,457,122,0,0,0,0,0,0,0,8.538,6.359142857,3.276,3.390571429,99.93257143,0.0025807,16.882,0.00522937,271.0731429
16,19/04/2018,2,1,216,64,0,0,0,0,0,0,0,11.55485714,7.016,0.544,3.245428571,100.9051429,0.0025807,16.882,0.00522937,491.5005714
17,26/04/2018,1,2,80,34,0,0,0,0,0,0,0,11.736,6.986857143,1.224,3.858571429,100.762,0.0025807,16.882,0.00522937,414.6802857
18,03/05/2018,0,0,58,10,0,0,0,0,0,0,0,7.660571429,5.517142857,4.681428571,4.956,100.238,0.002586948,13.962,0.006291176,329.53
19,10/05/2018,0,0,43,18,0,0,0,0,0,0,0,13.76714286,7.180571429,0.188,3.153142857,100.9951429,0.002586948,13.962,0.006291176,402.978
20,17/05/2018,0,0,33,11,0,0,0,0,0,0,0,11.61085714,6.536857143,1.542857143,3.987428571,101.2097143,0.002586948,13.962,0.006291176,259.5284286
22,31/05/2018,26,0,71,11,0,0,0,0,0,0,0,16.01142857,9.674571429,2.43,3.477714286,100.9994286,0.002586948,13.962,0.006291176,229.4385714
25,21/06/2018,26,3,71,11,0,0,0,0,0,0,0,16.06628571,8.718857143,0.462,3.968571429,101.094,0.001767273,10.604,0.00522937,359.2862857
40,04/10/2018,0,0,0,1,5.9,0,0,0,0,0,0,11.45685714,6.716857143,0.349428571,3.852571429,101.698,0.001636563,7.6222,0.005431669,350.358
41,11/10/2018,0,0,0,0,0,0,0,0,0,0,0,12.10342857,7.702285714,1.835142857,4.498285714,100.7522857,0.001636563,7.6222,0.005431669,326.0965714
42,18/10/2018,0,0,0,0,0,0,0,0,0,0,0,13.70571429,8.651714286,3.476571429,5.092571429,100.662,0.001636563,7.6222,0.005431669,314.2841429
43,25/10/2018,4,0,0,1,9.4,0,0,0,0,0,0,10.224,6.506285714,0.123142857,3.599714286,102.0857143,0.001636563,7.6222,0.005431669,604.7508571
44,01/11/2018,3,1,0,0,7.4,0,0,0,0,0,0,6.041714286,5.128,2.475428571,3.686857143,100.1294286,0.001505816,8.1632,0.006223044,317.569
45,08/11/2018,1,1,0,0,2.7,0,0,0,0,0,0,8.887142857,6.499714286,1.182,4.233714286,100.2737143,0.001505816,8.1632,0.006223044,392.1552857
46,15/11/2018,3,2,0,0,5.7,0,0,0,0,0,0,9.908285714,6.991142857,3.462857143,4.811428571,100.2137143,0.001505816,8.1632,0.006223044,486.4695714
47,22/11/2018,2,2,0,0,3.3,0,0,0,0,0,0,5.645714286,5.114571429,1.557142857,3.095428571,101.3417143,0.001505816,8.1632,0.006223044,279.6495714
48,29/11/2018,6,0,0,0,6.1,0,0,0,0,0,0,6.971428571,5.947714286,3.036285714,5.221142857,100.2754286,0.001505816,8.1632,0.006223044,291.7188571
49,06/12/2018,3,0,0,1,4.5,0,0,0,0,0,0,8.379714286,6.647142857,3.525428571,4.325428571,99.96171429,0.000993251,9.3668,0.00512298,376.4985714
50,13/12/2018,10,1,1,1,12.9,0,0,0,0,0,0,5.395714286,5.124857143,1.981428571,4.286285714,100.6557143,0.000993251,9.3668,0.00512298,319.7174286
51,20/12/2018,15,4,1,0,18.3,0,0,0,0,0,0,4.552285714,5.072857143,4.312571429,4.283428571,100.2785714,0.000993251,9.3668,0.00512298,398.6145714
52,27/12/2018,27,1,0,0,32.6,0,0,0,0,0,0,6.211142857,5.672857143,2.729714286,3.258857143,101.4202857,0.000993251,9.3668,0.00512298,402.7458571
1,03/01/2019,39,4,2,1,35.1,0,0,0,0,0,0,5.380571429,5.235714286,0.172857143,2.702,102.7942857,0.00392995,6.2608,0.00506533,296.7571429
2,10/01/2019,50,10,3,0,33.5,0,0,0,0,0,0,3.011714286,4.426571429,0.242,2.970857143,102.5228571,0.00392995,6.2608,0.00506533,304.9682857
3,17/01/2019,86,11,3,0,51.3,0,0,0,0,0,0,5.433142857,5.227142857,0.696571429,4.054857143,100.8411429,0.00392995,6.2608,0.00506533,292.8321429
4,24/01/2019,73,13,3,1,47.6,0,0,0,0,0,0,0.79,3.788857143,1.458857143,4.163428571,100.3568571,0.00392995,6.2608,0.00506533,504.9784286
5,31/01/2019,100,16,1,1,53.9,0,0,0,0,0,0,2.441428571,4.353142857,2.089714286,5.560857143,99.12914286,0.00392995,6.2608,0.00506533,561.3754286
6,07/02/2019,96,31,2,0,60,0,0,0,0,0,0,3.396857143,4.632,3.282,5.555428571,100.3414286,0.003018632,8.4056,0.00410048,412.8557143
7,14/02/2019,68,27,0,0,51.4,0,0,0,0,0,0,5.592857143,5.182285714,1.871714286,5.437142857,100.7917143,0.003018632,8.4056,0.00410048,451.2184286
8,21/02/2019,41,13,0,1,47,0,0,0,0,0,0,7.360571429,5.818285714,0.428857143,2.911714286,101.2214286,0.003018632,8.4056,0.00410048,414.9861429
9,28/02/2019,9,12,1,0,26.8,0,0,0,0,0,0,7.441428571,5.650285714,0.262285714,2.758857143,102.2708571,0.003018632,8.4056,0.00410048,369.2962857
10,07/03/2019,11,11,0,0,28.9,0,0,0,0,0,0,7.662285714,5.807142857,3.729714286,6.265714286,99.15685714,0.00093755,11.014,0.003116449,54.468
11,14/03/2019,7,5,0,0,23.1,0,0,0,0,0,0,6.546,5.010285714,3.918,8.528571429,100.0557143,0.00093755,11.014,0.003116449,360.951
12,21/03/2019,1,4,0,0,12.8,0,0,0,0,0,0,8.232857143,5.944857143,1.547142857,4.801428571,100.9162857,0.00093755,11.014,0.003116449,346.6487143
13,28/03/2019,1,12,0,1,29.2,0,0,0,0,0,0,7.569428571,5.125142857,0.055428571,4.049428571,102.438,0.00093755,11.014,0.003116449,303.777
14,04/04/2019,0,2,0,0,10,0,0,0,0,0,0,6.662285714,4.987428571,1.210571429,3.797714286,100.6111429,0.002087631,15.444,0.005017113,391.6992857
15,11/04/2019,0,0,0,0,0,0,0,0,0,0,0,7.526,5.244285714,0.668285714,3.379428571,100.5737143,0.002087631,15.444,0.005017113,207.6128571
16,18/04/2019,0,5,0,0,29.4,0,0,0,0,0,0,7.359142857,5.002857143,0.102857143,3.337142857,101.588,0.002087631,15.444,0.005017113,262.3851429
17,25/04/2019,0,0,0,0,0,0,0,0,0,0,0,11.99514286,6.631428571,0.511714286,3.721714286,100.4057143,0.002087631,15.444,0.005017113,232.3442857
18,02/05/2019,0,0,0,0,0,0,0,0,0,0,0,10.01485714,6.035714286,1.061428571,3.702285714,100.9331429,0.0025218,10.96,0.005046462,301.7115714
19,09/05/2019,0,0,0,0,0,0,0,0,0,0,0,8.258,5.370571429,3.209714286,4.408857143,100.4985714,0.0025218,10.96,0.005046462,259.1495714
20,16/05/2019,0,0,0,0,0,0,0,0,0,0,0,10.34857143,5.524857143,0.361714286,2.936857143,101.9074286,0.0025218,10.96,0.005046462,223.3104286
40,03/10/2019,0,0,0,0,0,0,0,0,0,0,0,12.55914286,7.787714286,7.036571429,5.977142857,99.94971429,0.00248247,8.7878,0.005866139,495.5707143
41,10/10/2019,1,1,1,0,3.5,0,0,0,0,0,0,11.80114286,7.479142857,3.885428571,4.829142857,100.146,0.00248247,8.7878,0.005866139,514.708
42,17/10/2019,2,5,1,4,9.4,0,0,0,0,0,0,11.52171429,7.881714286,5.590571429,5.300285714,99.76314286,0.00248247,8.7878,0.005866139,398.261
43,24/10/2019,1,7,4,0,5.6,0,0,0,0,0,0,9.814,6.884571429,2.692857143,3.644,100.2597143,0.00248247,8.7878,0.005866139,418.3477143
44,31/10/2019,0,10,1,1,6.4,0,0,0,0,0,0,8.152571429,5.970571429,2.094571429,4.326571429,101.1997143,0.00248247,8.7878,0.005866139,273.7611429
45,07/11/2019,5,18,0,1,12.4,0,0,0,0,0,0,8.549142857,6.660571429,5.312285714,4.778,98.37771429,0.006222735,7.1002,0.007264935,496.3285714
46,14/11/2019,4,29,1,4,18.9,0,0,0,0,0,0,5.155142857,5.092,3.875428571,4.288571429,99.50114286,0.006222735,7.1002,0.007264935,553.443
